pos_x,pos_y,Estimated X,Estimated Y,error_dist,error_direction
0.038979,-0.014075,-1.157827303049236,0.7032567610338851,1.4392408,74.314514
0.038946,-0.008797,-1.122326096589256,0.6913913620191824,1.3956969,67.93012
0.036722,-0.009657,-1.120989647627977,0.7000266721467084,1.4350667,75.00322
-0.024527,0.058049,-0.9815693032005008,0.8557229374884264,1.3599075,37.36562
-0.394592,-0.024193,-0.4864849327461915,0.8938904280560005,0.95521563,80.64145
-1.087122,-0.011702,-0.4953986858134238,0.4410930905154634,0.7165051,62.418552
-1.879319,-0.15763,-1.71944816799183,0.4482059617666798,0.6321292,37.697144
-2.560533,-0.333431,-3.105685487226422,0.01533086088566996,0.59166473,12.277822
-3.377184,-0.469624,-3.392054181066605,-0.3845187676481732,-0.06992269,0.8143681
-4.187458,-0.588989,-4.2392266289813,-0.5972636719574599,-0.15942825,0.10744898
-5.008057,-0.76279,-5.397697197455186,-0.8982166407011337,0.516817,3.6901898
-5.932576,-0.88686,-5.636254189107563,-1.610779668959192,0.7457427,9.923848
-7.171218,-1.047039,-6.464425089415292,-1.482668645108732,0.74326754,5.4119487
-8.595513,-1.264164,-7.945292023236473,-1.405577841301691,0.6130062,2.2628381
-10.146043,-1.565216,-9.201936567180185,-1.21571722008563,1.0196439,0.87291396
-11.691251,-1.876688,-10.72328658770463,-1.495897066417896,0.9229288,1.4390683
-13.200178,-2.208479,-12.34091231524001,-2.073185672735681,0.8206244,0.47487125
-14.687621,-2.499833,-14.06379888944277,-2.494960034270738,0.65727794,1.160455
-16.213749,-2.779408,-15.27965133157263,-2.856306950003461,0.9989532,1.5127707
-17.802786,-3.043493,-16.69882130327687,-2.848660220005404,1.0858383,0.16554506
-19.282553,-3.33183,-18.49536463585217,-2.91353155226093,0.90068585,0.43036768
-20.649227,-3.644386,-19.89984147021855,-2.952830561146397,0.9023403,0.8680512
-21.807238,-3.872326,-21.16804410468997,-3.22973526297984,0.99835926,1.3918552
-22.843513,-4.052479,-22.42979649689492,-3.524847885570897,0.6730216,0.6844599
-23.791639,-4.222521,-23.70511499268464,-3.871630604445901,0.20201354,0.36419892
-24.64551,-4.313303,-24.85985454815107,-4.192889854026209,0.09681188,0.16696066
-25.576134,-4.428406,-25.35074672245356,-4.103796884888394,0.36777174,0.45858875
-26.429205,-4.597652,-26.81778184743663,-4.149786811399566,0.47707504,1.1268485
-27.234612,-4.704031,-27.24794464595041,-4.331341415634522,0.47011918,1.1698005
-28.008982,-4.714096,-28.14880505368261,-4.700070387670542,-0.03269173,0.21807165
-28.769321,-4.637752,-29.01278362850586,-4.955967766025558,0.3770169,0.31638598
-29.47834,-4.545784,-30.03331537287235,-4.953046338330378,0.7714223,1.2621207
-30.185194,-4.313189,-30.38202213758157,-4.535338122494903,0.22378449,0.64867234
-30.812191,-3.932621,-30.41561073348685,-4.131139811537968,0.29848963,0.57498705
-31.635256,-3.277308,-30.82386896229285,-3.611835809865278,0.80641395,1.0426421
-32.588009,-2.401969,-31.5244589939306,-3.159740200835482,1.1925416,1.1333961
-33.651051,-1.435794,-32.68000584755993,-2.278574430416414,1.3652582,2.4266014
-34.687572,-0.461639,-33.84234356202689,-1.7504884890635,1.6846734,2.6761746
-35.819077,0.530768,-34.84333943741469,-0.4656064475637735,1.5133703,1.529074
-36.90033,1.530282,-36.00506104028047,0.3705232332816465,1.4535089,2.3233113
-37.995049,2.496611,-36.9869568390974,1.261861838569768,1.5702413,3.2239962
-38.909683,3.426199,-38.26819239351723,2.242903040963184,1.435303,2.1391644
-39.455177,4.319564,-38.91375874996838,3.236504410334557,1.1776648,0.83444536
-39.706238,5.227743,-38.82801472801909,4.413140898285005,1.1969461,1.2420998
-39.727806,6.137453,-38.85194031436662,4.895927588836382,1.5410843,1.5382295
-39.724342,6.939344,-38.83642272508028,6.069766032928364,1.1854616,1.4458711
-39.742687,7.751349,-38.48231431351033,6.91498869433514,1.461152,1.3117244
-39.810238,8.545781,-38.71672337615463,7.741411701985856,1.3391441,1.0718844
-39.991924,9.337013,-39.32160662990077,8.439733586744184,1.3596466,0.6645582
-40.264332,10.053082,-39.24649661523244,9.5893380279351,1.212551,0.54847383
-40.904018,10.583609,-39.3705875181575,10.99174525556829,1.7517666,0.7637769
-41.70615,10.577776,-40.90529276913848,11.4986438524217,1.3413281,1.6489291
-42.024315,10.011416,-42.87083044548184,11.07852568311329,1.4844598,1.4729545
-42.081738,9.28918,-42.8540824435072,10.60810696833615,1.6468813,1.4604785
-42.004551,8.485691,-43.0298010995714,9.72685607468525,1.6781782,1.5295615
-41.764664,7.661063,-42.01264205770573,8.876461896335778,1.282754,1.9311054
-41.55246,6.945894,-42.11581885304352,7.819637918823895,0.9364831,1.6580582
-41.343056,6.171176,-42.27202285519414,7.384470074439684,1.5785828,1.7337439
-40.865829,5.478676,-42.03995381852638,6.22076530022286,1.3569328,1.4857292
-40.089108,4.657861,-40.8542252974613,5.392801509574237,1.0702425,1.1107104
-39.124317,3.752779,-39.79665845597854,4.274363890111616,0.8797316,1.141532
-38.056168,2.660686,-38.92224840718558,3.317077603658223,1.019194,0.47260985
-36.886353,1.570304,-37.96795734126572,2.130239879145812,1.228351,0.7626276
-35.627731,0.425968,-36.97788688227494,1.012442184897506,1.4569883,0.837391
-34.508888,-0.649545,-35.30572924754168,0.3010939871377491,1.2360889,1.2792261
-33.426064,-1.782229,-34.27781936150844,-1.095814138385097,1.0466886,0.6105573
-32.209629,-2.871727,-33.28142016877662,-1.797046078041907,1.5920503,1.503895
-30.820103,-3.812664,-32.34456304720521,-3.030951794210271,1.712374,2.1548116
-29.350416,-4.446533,-30.67362958348107,-4.141009752939045,1.3582706,1.4559116
-27.750925,-4.589886,-28.77954702137771,-4.917078975398657,1.0763141,0.6389123
-26.188505,-4.447926,-27.07084376377,-4.773685916128589,0.97661847,0.95962834
-24.749231,-4.307882,-25.41403623964616,-4.82026075196934,0.9891944,0.74192524
-23.50672,-4.258204,-24.09536599185001,-4.71855457998465,0.7272897,0.85784686
-22.466255,-4.139983,-22.50485703727589,-4.589036397119504,0.488908,1.0424922
-21.564678,-3.939874,-21.51773747811291,-4.255904022041378,0.25566375,0.3356025
-20.64308,-3.793195,-20.65707783024221,-3.918340639912258,0.08003824,0.4975371
-19.8972,-3.638985,-19.29735233647552,-3.772061726231602,0.69616467,0.68887126
-19.211205,-3.550147,-18.75551718203485,-3.615581450819047,0.5355412,0.7639736
-18.568487,-3.554346,-18.24014158451861,-3.950145470477338,0.6015665,0.92253065
-17.824581,-3.428598,-17.37307436210911,-4.10590896746547,0.93917537,2.5814707
-17.141876,-3.320392,-16.84668491698343,-3.793247735426829,0.4434805,1.7992418
-16.349966,-3.255998,-16.35043718253987,-3.691043054644529,0.37278867,1.0534828
-15.449931,-3.176654,-15.64275109339083,-3.815816866885481,0.6110939,2.8521962
-14.617347,-3.082502,-14.36431417143504,-3.733762659583002,0.6843285,4.26419
-13.956069,-3.194392,-13.78134619665118,-3.511016875442297,0.23055373,2.3088906
-13.48985,-3.623757,-13.41788989581636,-3.671961027116064,0.70314074,0.23992656
-13.198297,-4.319138,-13.61738716538454,-4.090037336666273,0.3617012,1.4860454
-12.936756,-4.989346,-13.26936224011096,-4.721615933160753,0.2884832,1.3574309
-12.793019,-5.662785,-13.32754657228057,-5.631618365644715,0.40547603,1.1283042
-12.784232,-6.292002,-13.79553454784685,-6.428637668072382,1.1118847,1.0168858
-12.655558,-6.859429,-13.18871716434781,-6.79594388276342,0.49026662,1.6897087
-12.597116,-7.596219,-13.60419382787137,-7.33763321995581,1.0558952,2.128781
-12.507496,-8.380906,-13.5229923665264,-8.284694776899808,0.9695702,2.2955492
-12.31156,-9.433045,-13.08904916399762,-8.881972028183299,1.0373969,1.660717
-12.169807,-10.640021,-12.58208309288659,-10.20335636264542,0.46954703,2.086415
-12.067372,-11.964664,-12.66730371854378,-11.12435739802121,1.0210361,2.5323074
-11.977967,-13.312979,-12.23815388719808,-12.16667951271141,1.223605,3.9134393
-11.805617,-14.802181,-12.19154843176733,-13.27216850439572,1.6315426,3.6875434
-11.559965,-16.22068,-12.21324039015657,-14.74448102475584,1.6543835,4.743748
-11.346143,-17.675257,-11.62689818550377,-15.80795361722144,1.9068772,3.5055432
-11.136675,-19.122086,-11.46705022142191,-17.42294167260383,1.8024184,2.9598198
-10.972089,-20.574409,-11.37565258114135,-19.41639255161877,1.2125005,2.7757733
-10.83159,-22.042059,-11.28217870890446,-20.98675935729567,1.1657127,2.9157133
-10.705317,-23.435284,-11.18045143921246,-22.04637805315313,1.558847,2.8832657
-10.590947,-24.871983,-11.19317996334657,-23.48593378913327,1.5413228,3.1496463
-10.294337,-26.209425,-11.05298691327116,-24.90084687437794,1.407701,3.0280023
-9.284122,-27.149866,-10.57746586373102,-26.43079391126795,1.5844862,3.782392
-7.90114,-27.350908,-8.940652053446888,-27.16952978352372,1.288113,1.9447031
-6.383428,-27.237755,-7.383894719764795,-27.34701297866434,0.94203544,1.6882019
-4.90753,-27.022928,-5.769408088009045,-27.32759536881536,0.9392073,1.3454037
-3.394013,-26.882563,-4.380290186083253,-27.31316904449756,1.112732,1.7558653
-1.852384,-26.798267,-2.748772676464434,-27.17458066950226,1.0405881,2.0410552
-0.283091,-26.696844,-1.407942974561908,-27.13151590784605,1.2788798,1.9974287
1.142048,-26.588396,0.3011183061778036,-27.30055234478533,1.1707901,2.292016
2.404948,-26.341984,1.90484815377028,-27.11727174056489,0.96421695,1.4944034
3.390734,-25.633245,3.35933134445643,-26.77598264401407,1.1497666,0.56406605
3.748274,-24.647293,4.183733469823762,-25.53879568332688,0.8547212,0.59586465
3.776715,-23.637276,4.552651891240988,-23.89849424312059,0.66661566,0.8100954
3.703506,-22.628794,4.525191473977489,-22.82828791560571,0.69828457,1.7780533
3.677183,-21.679548,4.744102255049369,-22.28725860097366,1.0911564,2.5667207
3.619736,-20.743456,4.206988898355428,-21.63396126551331,0.81875616,0.7019403
3.519928,-19.889486,3.774607144349966,-20.99286119184532,1.0887003,0.10584705
3.371726,-19.111444,3.80687380365087,-19.59373212613097,0.58459836,0.8337412
3.315233,-18.40757,4.042288289307787,-18.26530377534303,0.7065208,1.7750628
3.265839,-17.537909,3.963840065184136,-17.71399237435541,0.6202668,3.1561766
3.081377,-16.846437,3.993660568135714,-16.87697652762128,0.8425272,3.5803957
2.980283,-15.965859,4.109562111144904,-16.32477419326268,1.0672164,3.7236266
2.842377,-14.747019,3.965764910081322,-15.47686283294666,1.287997,5.865416
2.68504,-13.361959,3.626252016075233,-14.358329968717,1.3852414,4.7262187
2.486673,-11.909172,3.34239803517601,-12.76275865902897,1.2464213,5.218695
