pos_x,pos_y,Estimated X,Estimated Y,error_dist,error_direction
0.015873,-0.066373,-1.337556684979886,0.288996353210527,1.5395494,201.57187
-0.014227,-0.039166,-1.32001130652707,0.2405967006790678,1.5229156,176.39207
-0.210391,0.048975,-1.36308274509172,0.0835143253459184,1.2387576,68.63309
-1.156003,0.40263,-1.367864343807411,0.554985436237889,0.23926549,6.1025863
-2.044491,0.722448,-2.41551785169493,0.424342102509123,0.21616362,9.895284
-3.039081,1.060799,-3.189817151364948,0.8846103630591651,0.095912986,8.01561
-4.105085,1.518069,-4.015597746720763,0.833125787335306,0.74555075,6.158294
-5.210639,2.023904,-5.155769010796778,1.517239350384746,0.47816747,4.7625155
-6.261927,2.465719,-6.326192393092064,2.040450565342997,0.35492516,2.9697187
-7.384682,2.912363,-7.242774794231742,2.001244879826124,0.49558038,3.3563166
-8.435758,3.396462,-8.313918116005198,2.269523696125446,1.1505704,7.0330534
-9.614593,3.966019,-9.35681984326144,2.968650889037887,0.51276463,3.247827
-10.761635,4.487619,-10.65589766320817,3.866659819019144,0.580625,3.6699548
-11.853386,4.928978,-11.84400291069596,4.407108494251689,0.38488883,2.3339875
-13.019156,5.444017,-12.99731774643698,4.669471723708285,0.8037683,3.2539377
-14.139775,5.941575,-13.86621756241122,4.938017547262931,1.020583,3.631875
-15.47787,6.544607,-15.30398251072533,5.75978195369087,0.78061485,3.2075
-16.666822,7.090562,-16.52752261808451,6.226015115524405,0.552506,2.804196
-17.867714,7.642874,-17.85206248383295,7.224583159916294,0.20303397,1.6366999
-18.952822,8.105153,-19.02357638819362,7.421012102646372,0.79122233,0.92448616
-19.910799,8.454905,-20.05662525268758,7.987650192973917,0.3360538,0.8200425
-20.884512,8.810411,-20.98744497450965,8.507303969451641,0.11589187,5.4107275
-21.881891,9.229285,-21.54518500521797,9.054357646707018,0.17509912,0.36990649
-22.766666,9.667076,-22.37678623588817,9.309473229181854,0.33774674,0.9137567
-23.820318,10.107627,-23.91007746274748,9.792926046586743,0.22940068,2.0393786
-24.834745,10.496025,-24.74715639118422,10.04722846493901,0.31964016,1.071485
-25.832169,10.900686,-25.74151502184682,10.84180846381675,-0.06255115,-0.026828377
-26.759338,11.283213,-26.7145257705638,10.68075698195435,0.44802314,2.1219904
-27.713346,11.712021,-27.78367691149083,10.98287539949126,0.6539371,2.449696
-28.670824,12.12562,-28.7737487450964,11.47490818838533,0.6248248,1.3806379
-29.433422,12.62594,-29.7780998342326,11.75224616616078,0.95828146,1.9346457
-29.855759,13.377233,-30.5740081665463,12.13986953114459,1.27068,2.6883848
-30.242714,14.303363,-30.99096868403964,13.53765060861973,1.112182,1.6668255
-30.612339,15.157852,-31.22613519184484,13.95953163126756,1.459193,3.433107
-30.904182,15.999802,-31.64048871738607,14.6377952773756,1.7881594,3.0790253
-31.120977,16.992071,-30.99950776555705,14.99106155578422,1.4491,4.34871
-31.306858,18.085302,-31.75720718859753,16.09339426098828,2.1976001,3.0343776
-31.479971,19.163776,-32.17872027430855,17.33021808838382,2.2631757,2.483562
-31.63102,20.161879,-32.56198637351499,18.71754764367167,1.9892446,2.8229132
-31.745331,21.161375,-32.1984371208486,19.40871143090607,1.455269,2.840584
-31.497646,22.05262,-32.00200769383643,20.15335925988342,2.2025955,4.1630726
-31.122877,23.058863,-31.2233290040025,21.01928904619716,2.2067764,3.1376123
-31.425394,24.187838,-31.54028055978265,22.051778071841,2.4652238,2.9196475
-32.469116,24.175817,-32.49546644868739,24.0855942744367,-0.20475544,0.6203147
-32.956829,23.011835,-33.54610595684623,24.57678393120747,0.7732056,1.735781
-32.829205,21.976072,-33.45740111369913,22.64870057837583,0.81220526,2.082239
-32.214283,20.900921,-32.53750823827089,21.60339027025822,0.8369007,1.6579151
-31.655355,19.940872,-31.21239847352856,21.0385319131206,1.1420089,1.786417
-30.99445,19.001543,-30.83305697660035,19.87636224440143,0.8550435,1.7152495
-30.502102,18.003988,-30.05953864291973,18.75686008729098,0.8304728,1.9589581
-30.054077,16.905899,-29.65385707327885,18.17804022912414,1.3421555,1.6669078
-29.783678,16.013063,-29.13431502524319,17.69788457572034,1.8783144,3.7548656
-29.33954,14.970424,-29.1997427390782,16.23294372440198,1.2795316,2.9093502
-28.852604,14.055221,-28.5040357736165,15.18018801094343,1.1925293,3.0730453
-28.189289,12.927938,-27.84266259505752,14.28464009688774,1.4455761,3.4944496
-27.120371,12.188924,-27.48945218921477,11.95668278057953,0.35603845,0.546793
-26.035162,11.846684,-26.08981721624223,11.77228006629354,0.03572749,0.36628994
-24.839178,11.557417,-25.03628671623834,11.42848858046657,0.18605481,0.7272372
-23.667767,11.174578,-23.75829288001083,11.69770503354322,0.548787,0.55206966
-22.441959,10.703323,-22.63745218630156,11.0630106144032,0.3755924,0.7696887
-21.297943,10.320824,-21.50726126746347,10.68278134663125,0.42554528,0.7887813
-20.246059,9.954906,-20.17084245801261,10.442484808224,0.29891682,0.6162038
-19.087824,9.400015,-19.12419884073569,9.718307814712897,0.25850016,0.5769867
-18.00386,8.787199,-17.96845753293348,9.07199175416153,0.3254856,0.33447713
-16.81077,8.206578,-16.87819315552293,8.654604983996029,0.3525114,1.0039394
-15.623759,7.724738,-15.76796970122577,8.04114500461237,0.24176751,0.45998228
-14.303686,7.2411,-14.80877078827336,7.333936853118223,0.42351645,0.45232522
-13.155684,6.753964,-13.57525145238035,7.024312987364416,0.346147,0.34117392
-11.88513,6.233982,-12.46662907790341,6.430060677958818,0.46189147,0.024078326
-10.746428,5.787663,-10.81598373497368,6.332999377457615,0.50818723,6.7753625
